๏ครั้นว่าไหว้ครูแล้วจับบท	ให้ปรากฏเรื่องราวมาแต่ก่อน
ชิจิตรชะใจวันทองเอ๋ย	กะไรเลยตัดได้ไปเป็นปลิด
ขาดเม็ดเด็ดเรือไม่เผื่อคิด	ม้าลาเล็ดลิดอยู่อลวน
จากเบี้ยเสียสองเพราะต้องคาด	ฟันฟาดเบี้ยหงายกระจายป่น
ม้าก้าวยาวเรือก็เหลือทน	เมื่อพี่จนแล้วจะไล่แต่รายโคน
คิดมาก็น่าน้อยใจนัก	อัปลักษณ์เหมือนนิยายเขาเล่นโขน
สีดาเดียวเปลี่ยวใจไปกับโจร	พระรามโทนเที่ยวท่องระทมใจ
ถ้าเจ้าซื่อครองสัตย์สุจริต	นิดหนึ่งเหมือนสีดาหาว่าไม่
นี่เสียศีลสุดสิ้นทุกสิ่งไป	ไหนเล่าเจ้าว่าแต่เดิมที
ว่าสู้ตายมิให้ชายอื่นต้อง	ว่าจะครองอารมณ์แต่ตัวพี่
ไยมานิ่งให้มันเคล้าเย้ายวนยี	นี่ชู้ฤๅมิใช่ให้ว่ามา
ทำแต่เท่านั้นก็เหลือแสน	ยังจะแค่นปลุกมันขึ้นฟันฆ่า
หอกดาบอยู่ไหนไปเอามา	อย่านะจะตื่นขึ้นทันที
ถ้ามันตื่นขึ้นเห็นพี่จูบเจ้า	ตายเปล่าขาดเด็ดแล้วคอพี่
ทำได้ทำไปเป็นไรมี	คนดีมันไม่สิ้นเลยทุกวัน
หญิงสามร้อยกลมารยา	บุราณท่านว่าไม่เสกสรร
ได้ความตามหาพึ่งมาทัน	จะปั้นรูปไว้ดูให้เจนใจ
ไว้เป็นแบบฉบับตำรับมี	ว่ารูปดีใจคดหาตรงไม่
ตาดำกล่อมกลมทั้งคมใน	จำได้สิ้นแล้วทั้งกายาฯ
๏เจ็บใจไม่น้อยทั้งถ้อยคำ	ทิ่มตำแดกดันรำพันว่า
แค้นคำนํ้าตาลงคลอตา	สะบัดหน้าแน่ะเจ้าไม่จำคำ
วันวิวาทกันกับลาวทอง	แผดร้องโรมโรมพิไรรํ่า
กั้นกางขวางไว้มิให้ทำ	ซ้ำไล่จะฟันให้บรรลัย
แค้นใจข้าจึงไปผูกคอตาย	สายทองมาบอกยังด่าให้
ขึ้นช้างพานางลาวทองไป	ดังพระสุธนได้มโนรา
